WOJ,POW,GMI,RODZ,NAZWA,NAZWA_DOD,STAN_NA,
26,4,13,4,Nowa Słupia,miasto,2022-01-01,
26,4,13,5,Nowa Słupia,obszar wiejski,2022-01-01,
26,4,14,2,Piekoszów,gmina wiejska,2022-01-01,
26,4,15,3,Pierzchnica,gmina miejsko-wiejska,2022-01-01,
26,4,15,4,Pierzchnica,miasto,2022-01-01,
26,4,15,5,Pierzchnica,obszar wiejski,2022-01-01,
26,4,16,2,Raków,gmina wiejska,2022-01-01,
26,4,17,2,Nowiny,gmina wiejska,2022-01-01,
26,4,18,2,Strawczyn,gmina wiejska,2022-01-01,
26,4,19,2,Zagnańsk,gmina wiejska,2022-01-01,
26,5,,,konecki,powiat,2022-01-01,
26,5,1,2,Fałków,gmina wiejska,2022-01-01,
26,5,2,2,Gowarczów,gmina wiejska,2022-01-01,
26,5,3,3,Końskie,gmina miejsko-wiejska,2022-01-01,
26,5,3,4,Końskie,miasto,2022-01-01,
26,5,3,5,Końskie,obszar wiejski,2022-01-01,
26,5,4,3,Radoszyce,gmina miejsko-wiejska,2022-01-01,
26,5,4,4,Radoszyce,miasto,2022-01-01,
26,5,4,5,Radoszyce,obszar wiejski,2022-01-01,
26,5,5,2,Ruda Maleniecka,gmina wiejska,2022-01-01,
26,5,6,2,Słupia Konecka,gmina wiejska,2022-01-01,
26,5,7,2,Smyków,gmina wiejska,2022-01-01,
26,5,8,3,Stąporków,gmina miejsko-wiejska,2022-01-01,
26,5,8,4,Stąporków,miasto,2022-01-01,
26,5,8,5,Stąporków,obszar wiejski,2022-01-01,
26,6,,,opatowski,powiat,2022-01-01,
26,6,1,2,Baćkowice,gmina wiejska,2022-01-01,
26,6,2,3,Iwaniska,gmina miejsko-wiejska,2022-01-01,
26,6,2,4,Iwaniska,miasto,2022-01-01,
26,6,2,5,Iwaniska,obszar wiejski,2022-01-01,
26,6,3,2,Lipnik,gmina wiejska,2022-01-01,
26,6,4,3,Opatów,gmina miejsko-wiejska,2022-01-01,
26,6,4,4,Opatów,miasto,2022-01-01,
26,6,4,5,Opatów,obszar wiejski,2022-01-01,
26,6,5,3,Ożarów,gmina miejsko-wiejska,2022-01-01,
26,6,5,4,Ożarów,miasto,2022-01-01,
26,6,5,5,Ożarów,obszar wiejski,2022-01-01,
26,6,6,2,Sadowie,gmina wiejska,2022-01-01,
26,6,7,2,Tarłów,gmina wiejska,2022-01-01,
26,6,8,2,Wojciechowice,gmina wiejska,2022-01-01,
26,7,,,ostrowiecki,powiat,2022-01-01,
26,7,1,1,Ostrowiec Świętokrzyski,gmina miejska,2022-01-01,
26,7,2,2,Bałtów,gmina wiejska,2022-01-01,
26,7,3,2,Bodzechów,gmina wiejska,2022-01-01,
26,7,4,3,Ćmielów,gmina miejsko-wiejska,2022-01-01,
26,7,4,4,Ćmielów,miasto,2022-01-01,
26,7,4,5,Ćmielów,obszar wiejski,2022-01-01,
26,7,5,3,Kunów,gmina miejsko-wiejska,2022-01-01,
26,7,5,4,Kunów,miasto,2022-01-01,
26,7,5,5,Kunów,obszar wiejski,2022-01-01,
26,7,6,2,Waśniów,gmina wiejska,2022-01-01,
26,8,,,pińczowski,powiat,2022-01-01,
26,8,1,3,Działoszyce,gmina miejsko-wiejska,2022-01-01,
26,8,1,4,Działoszyce,miasto,2022-01-01,
26,8,1,5,Działoszyce,obszar wiejski,2022-01-01,
26,8,2,2,Kije,gmina wiejska,2022-01-01,
26,8,3,2,Michałów,gmina wiejska,2022-01-01,
26,8,4,3,Pińczów,gmina miejsko-wiejska,2022-01-01,
26,8,4,4,Pińczów,miasto,2022-01-01,
26,8,4,5,Pińczów,obszar wiejski,2022-01-01,
26,8,5,2,Złota,gmina wiejska,2022-01-01,
26,9,,,sandomierski,powiat,2022-01-01,
26,9,1,1,Sandomierz,gmina miejska,2022-01-01,
26,9,2,2,Dwikozy,gmina wiejska,2022-01-01,
26,9,3,3,Klimontów,gmina miejsko-wiejska,2022-01-01,
26,9,3,4,Klimontów,miasto,2022-01-01,
26,9,3,5,Klimontów,obszar wiejski,2022-01-01,
26,9,4,3,Koprzywnica,gmina miejsko-wiejska,2022-01-01,
26,9,4,4,Koprzywnica,miasto,2022-01-01,
26,9,4,5,Koprzywnica,obszar wiejski,2022-01-01,
26,9,5,2,Łoniów,gmina wiejska,2022-01-01,
26,9,6,2,Obrazów,gmina wiejska,2022-01-01,
26,9,7,2,Samborzec,gmina wiejska,2022-01-01,
26,9,8,2,Wilczyce,gmina wiejska,2022-01-01,
26,9,9,3,Zawichost,gmina miejsko-wiejska,2022-01-01,
26,9,9,4,Zawichost,miasto,2022-01-01,
26,9,9,5,Zawichost,obszar wiejski,2022-01-01,
26,10,,,skarżyski,powiat,2022-01-01,
26,10,1,1,Skarżysko-Kamienna,gmina miejska,2022-01-01,
26,10,2,2,Bliżyn,gmina wiejska,2022-01-01,
26,10,3,2,Łączna,gmina wiejska,2022-01-01,
26,10,4,2,Skarżysko Kościelne,gmina wiejska,2022-01-01,
26,10,5,3,Suchedniów,gmina miejsko-wiejska,2022-01-01,
26,10,5,4,Suchedniów,miasto,2022-01-01,
26,10,5,5,Suchedniów,obszar wiejski,2022-01-01,
26,11,,,starachowicki,powiat,2022-01-01,
26,11,1,1,Starachowice,gmina miejska,2022-01-01,
26,11,2,2,Brody,gmina wiejska,2022-01-01,
26,11,3,2,Mirzec,gmina wiejska,2022-01-01,
26,11,4,2,Pawłów,gmina wiejska,2022-01-01,
26,11,5,3,Wąchock,gmina miejsko-wiejska,2022-01-01,
26,11,5,4,Wąchock,miasto,2022-01-01,
26,11,5,5,Wąchock,obszar wiejski,2022-01-01,
26,12,,,staszowski,powiat,2022-01-01,
26,12,1,2,Bogoria,gmina wiejska,2022-01-01,
26,12,2,2,Łubnice,gmina wiejska,2022-01-01,
26,12,3,3,Oleśnica,gmina miejsko-wiejska,2022-01-01,
26,12,3,4,Oleśnica,miasto,2022-01-01,
26,12,3,5,Oleśnica,obszar wiejski,2022-01-01,
26,12,4,3,Osiek,gmina miejsko-wiejska,2022-01-01,
26,12,4,4,Osiek,miasto,2022-01-01,
26,12,4,5,Osiek,obszar wiejski,2022-01-01,
26,12,5,3,Połaniec,gmina miejsko-wiejska,2022-01-01,
26,12,5,4,Połaniec,miasto,2022-01-01,
26,12,5,5,Połaniec,obszar wiejski,2022-01-01,
26,12,6,2,Rytwiany,gmina wiejska,2022-01-01,
26,12,7,3,Staszów,gmina miejsko-wiejska,2022-01-01,
26,12,7,4,Staszów,miasto,2022-01-01,
26,12,7,5,Staszów,obszar wiejski,2022-01-01,
26,12,8,3,Szydłów,gmina miejsko-wiejska,2022-01-01,
26,12,8,4,Szydłów,miasto,2022-01-01,
26,12,8,5,Szydłów,obszar wiejski,2022-01-01,
26,13,,,włoszczowski,powiat,2022-01-01,
26,13,1,2,Kluczewsko,gmina wiejska,2022-01-01,
26,13,2,2,Krasocin,gmina wiejska,2022-01-01,
26,13,3,2,Moskorzew,gmina wiejska,2022-01-01,
26,13,4,2,Radków,gmina wiejska,2022-01-01,
26,13,5,2,Secemin,gmina wiejska,2022-01-01,
26,13,6,3,Włoszczowa,gmina miejsko-wiejska,2022-01-01,
26,13,6,4,Włoszczowa,miasto,2022-01-01,
26,13,6,5,Włoszczowa,obszar wiejski,2022-01-01,
26,61,,,Kielce,miasto na prawach powiatu,2022-01-01,
26,61,1,1,Kielce,gmina miejska,2022-01-01,
28,,,,WARMIŃSKO-MAZURSKIE,województwo,2022-01-01,
28,1,,,bartoszycki,powiat,2022-01-01,
28,1,1,1,Bartoszyce,gmina miejska,2022-01-01,
28,1,2,1,Górowo Iławeckie,gmina miejska,2022-01-01,
28,1,3,2,Bartoszyce,gmina wiejska,2022-01-01,
28,1,4,3,Bisztynek,gmina miejsko-wiejska,2022-01-01,
28,1,4,4,Bisztynek,miasto,2022-01-01,
28,1,4,5,Bisztynek,obszar wiejski,2022-01-01,
28,1,5,2,Górowo Iławeckie,gmina wiejska,2022-01-01,
28,1,6,3,Sępopol,gmina miejsko-wiejska,2022-01-01,
28,1,6,4,Sępopol,miasto,2022-01-01,
28,1,6,5,Sępopol,obszar wiejski,2022-01-01,
28,2,,,braniewski,powiat,2022-01-01,
28,2,1,1,Braniewo,gmina miejska,2022-01-01,
28,2,2,2,Braniewo,gmina wiejska,2022-01-01,
28,2,3,3,Frombork,gmina miejsko-wiejska,2022-01-01,
28,2,3,4,Frombork,miasto,2022-01-01,
28,2,3,5,Frombork,obszar wiejski,2022-01-01,
28,2,4,2,Lelkowo,gmina wiejska,2022-01-01,
28,2,5,3,Pieniężno,gmina miejsko-wiejska,2022-01-01,
28,2,5,4,Pieniężno,miasto,2022-01-01,
28,2,5,5,Pieniężno,obszar wiejski,2022-01-01,
28,2,6,2,Płoskinia,gmina wiejska,2022-01-01,
28,2,7,2,Wilczęta,gmina wiejska,2022-01-01,
28,3,,,działdowski,powiat,2022-01-01,
28,3,1,1,Działdowo,gmina miejska,2022-01-01,
28,3,2,2,Działdowo,gmina wiejska,2022-01-01,
28,3,3,2,Iłowo-Osada,gmina wiejska,2022-01-01,
28,3,4,3,Lidzbark,gmina miejsko-wiejska,2022-01-01,
28,3,4,4,Lidzbark,miasto,2022-01-01,
28,3,4,5,Lidzbark,obszar wiejski,2022-01-01,
28,3,5,2,Płośnica,gmina wiejska,2022-01-01,
28,3,6,2,Rybno,gmina wiejska,2022-01-01,
28,4,,,elbląski,powiat,2022-01-01,
28,4,1,2,Elbląg,gmina wiejska,2022-01-01,
28,4,2,2,Godkowo,gmina wiejska,2022-01-01,
28,4,3,2,Gronowo Elbląskie,gmina wiejska,2022-01-01,
28,4,4,2,Markusy,gmina wiejska,2022-01-01,
28,4,5,2,Milejewo,gmina wiejska,2022-01-01,
28,4,6,3,Młynary,gmina miejsko-wiejska,2022-01-01,
28,4,6,4,Młynary,miasto,2022-01-01,
28,4,6,5,Młynary,obszar wiejski,2022-01-01,
28,4,7,3,Pasłęk,gmina miejsko-wiejska,2022-01-01,
28,4,7,4,Pasłęk,miasto,2022-01-01,
28,4,7,5,Pasłęk,obszar wiejski,2022-01-01,
28,4,8,2,Rychliki,gmina wiejska,2022-01-01,
28,4,9,3,Tolkmicko,gmina miejsko-wiejska,2022-01-01,
28,4,9,4,Tolkmicko,miasto,2022-01-01,
28,4,9,5,Tolkmicko,obszar wiejski,2022-01-01,
28,5,,,ełcki,powiat,2022-01-01,
28,5,1,1,Ełk,gmina miejska,2022-01-01,
28,5,2,2,Ełk,gmina wiejska,2022-01-01,
28,5,3,2,Kalinowo,gmina wiejska,2022-01-01,
28,5,4,2,Prostki,gmina wiejska,2022-01-01,
28,5,5,2,Stare Juchy,gmina wiejska,2022-01-01,
28,6,,,giżycki,powiat,2022-01-01,
28,6,1,1,Giżycko,gmina miejska,2022-01-01,
28,6,4,2,Giżycko,gmina wiejska,2022-01-01,
28,6,5,2,Kruklanki,gmina wiejska,2022-01-01,
28,6,6,2,Miłki,gmina wiejska,2022-01-01,
28,6,8,3,Ryn,gmina miejsko-wiejska,2022-01-01,
28,6,8,4,Ryn,miasto,2022-01-01,
28,6,8,5,Ryn,obszar wiejski,2022-01-01,
28,6,10,2,Wydminy,gmina wiejska,2022-01-01,
28,7,,,iławski,powiat,2022-01-01,
28,7,1,1,Iława,gmina miejska,2022-01-01,
28,7,2,1,Lubawa,gmina miejska,2022-01-01,
28,7,3,2,Iława,gmina wiejska,2022-01-01,
28,7,4,3,Kisielice,gmina miejsko-wiejska,2022-01-01,
28,7,4,4,Kisielice,miasto,2022-01-01,
28,7,4,5,Kisielice,obszar wiejski,2022-01-01,
28,7,5,2,Lubawa,gmina wiejska,2022-01-01,
28,7,6,3,Susz,gmina miejsko-wiejska,2022-01-01,
28,7,6,4,Susz,miasto,2022-01-01,
28,7,6,5,Susz,obszar wiejski,2022-01-01,
28,7,7,3,Zalewo,gmina miejsko-wiejska,2022-01-01,
28,7,7,4,Zalewo,miasto,2022-01-01,
28,7,7,5,Zalewo,obszar wiejski,2022-01-01,
28,8,,,kętrzyński,powiat,2022-01-01,
28,8,1,1,Kętrzyn,gmina miejska,2022-01-01,
28,8,2,2,Barciany,gmina wiejska,2022-01-01,
28,8,3,2,Kętrzyn,gmina wiejska,2022-01-01,
28,8,4,3,Korsze,gmina miejsko-wiejska,2022-01-01,
28,8,4,4,Korsze,miasto,2022-01-01,
28,8,4,5,Korsze,obszar wiejski,2022-01-01,
28,8,5,3,Reszel,gmina miejsko-wiejska,2022-01-01,
28,8,5,4,Reszel,miasto,2022-01-01,
28,8,5,5,Reszel,obszar wiejski,2022-01-01,
28,8,6,2,Srokowo,gmina wiejska,2022-01-01,
28,9,,,lidzbarski,powiat,2022-01-01,
28,9,1,1,Lidzbark Warmiński,gmina miejska,2022-01-01,
28,9,2,2,Kiwity,gmina wiejska,2022-01-01,
28,9,3,2,Lidzbark Warmiński,gmina wiejska,2022-01-01,
28,9,4,2,Lubomino,gmina wiejska,2022-01-01,
28,9,5,3,Orneta,gmina miejsko-wiejska,2022-01-01,
28,9,5,4,Orneta,miasto,2022-01-01,
28,9,5,5,Orneta,obszar wiejski,2022-01-01,
28,10,,,mrągowski,powiat,2022-01-01,
28,10,1,1,Mrągowo,gmina miejska,2022-01-01,
28,10,2,3,Mikołajki,gmina miejsko-wiejska,2022-01-01,
28,10,2,4,Mikołajki,miasto,2022-01-01,
28,10,2,5,Mikołajki,obszar wiejski,2022-01-01,
28,10,3,2,Mrągowo,gmina wiejska,2022-01-01,
28,10,4,2,Piecki,gmina wiejska,2022-01-01,
28,10,5,2,Sorkwity,gmina wiejska,2022-01-01,
28,11,,,nidzicki,powiat,2022-01-01,
28,11,1,2,Janowiec Kościelny,gmina wiejska,2022-01-01,
28,11,2,2,Janowo,gmina wiejska,2022-01-01,
28,11,3,2,Kozłowo,gmina wiejska,2022-01-01,
28,11,4,3,Nidzica,gmina miejsko-wiejska,2022-01-01,
28,11,4,4,Nidzica,miasto,2022-01-01,
28,11,4,5,Nidzica,obszar wiejski,2022-01-01,
28,12,,,nowomiejski,powiat,2022-01-01,
28,12,1,1,Nowe Miasto Lubawskie,gmina miejska,2022-01-01,
28,12,2,2,Biskupiec,gmina wiejska,2022-01-01,
28,12,3,2,Grodziczno,gmina wiejska,2022-01-01,
28,12,4,2,Kurzętnik,gmina wiejska,2022-01-01,
28,12,5,2,Nowe Miasto Lubawskie,gmina wiejska,2022-01-01,
28,13,,,olecki,powiat,2022-01-01,
28,13,3,2,Kowale Oleckie,gmina wiejska,2022-01-01,
28,13,4,3,Olecko,gmina miejsko-wiejska,2022-01-01,
28,13,4,4,Olecko,miasto,2022-01-01,
28,13,4,5,Olecko,obszar wiejski,2022-01-01,
28,13,5,2,Świętajno,gmina wiejska,2022-01-01,
28,13,6,2,Wieliczki,gmina wiejska,2022-01-01,
28,14,,,olsztyński,powiat,2022-01-01,
28,14,1,3,Barczewo,gmina miejsko-wiejska,2022-01-01,
28,14,1,4,Barczewo,miasto,2022-01-01,
28,14,1,5,Barczewo,obszar wiejski,2022-01-01,
28,14,2,3,Biskupiec,gmina miejsko-wiejska,2022-01-01,
28,14,2,4,Biskupiec,miasto,2022-01-01,
28,14,2,5,Biskupiec,obszar wiejski,2022-01-01,
28,14,3,3,Dobre Miasto,gmina miejsko-wiejska,2022-01-01,
28,14,3,4,Dobre Miasto,miasto,2022-01-01,
28,14,3,5,Dobre Miasto,obszar wiejski,2022-01-01,
28,14,4,2,Dywity,gmina wiejska,2022-01-01,
28,14,5,2,Gietrzwałd,gmina wiejska,2022-01-01,
28,14,6,3,Jeziorany,gmina miejsko-wiejska,2022-01-01,
28,14,6,4,Jeziorany,miasto,2022-01-01,
28,14,6,5,Jeziorany,obszar wiejski,2022-01-01,
28,14,7,2,Jonkowo,gmina wiejska,2022-01-01,
28,14,8,2,Kolno,gmina wiejska,2022-01-01,
28,14,9,3,Olsztynek,gmina miejsko-wiejska,2022-01-01,
28,14,9,4,Olsztynek,miasto,2022-01-01,
28,14,9,5,Olsztynek,obszar wiejski,2022-01-01,
28,14,10,2,Purda,gmina wiejska,2022-01-01,
28,14,11,2,Stawiguda,gmina wiejska,2022-01-01,
28,14,12,2,Świątki,gmina wiejska,2022-01-01,
28,15,,,ostródzki,powiat,2022-01-01,
28,15,1,1,Ostróda,gmina miejska,2022-01-01,
28,15,2,2,Dąbrówno,gmina wiejska,2022-01-01,
28,15,3,2,Grunwald,gmina wiejska,2022-01-01,
28,15,4,2,Łukta,gmina wiejska,2022-01-01,
28,15,5,2,Małdyty,gmina wiejska,2022-01-01,
28,15,6,3,Miłakowo,gmina miejsko-wiejska,2022-01-01,
28,15,6,4,Miłakowo,miasto,2022-01-01,
28,15,6,5,Miłakowo,obszar wiejski,2022-01-01,
28,15,7,3,Miłomłyn,gmina miejsko-wiejska,2022-01-01,
28,15,7,4,Miłomłyn,miasto,2022-01-01,
28,15,7,5,Miłomłyn,obszar wiejski,2022-01-01,
28,15,8,3,Morąg,gmina miejsko-wiejska,2022-01-01,
28,15,8,4,Morąg,miasto,2022-01-01,
28,15,8,5,Morąg,obszar wiejski,2022-01-01,
28,15,9,2,Ostróda,gmina wiejska,2022-01-01,
28,16,,,piski,powiat,2022-01-01,
28,16,1,3,Biała Piska,gmina miejsko-wiejska,2022-01-01,
28,16,1,4,Biała Piska,miasto,2022-01-01,
28,16,1,5,Biała Piska,obszar wiejski,2022-01-01,
28,16,2,3,Orzysz,gmina miejsko-wiejska,2022-01-01,
28,16,2,4,Orzysz,miasto,2022-01-01,
28,16,2,5,Orzysz,obszar wiejski,2022-01-01,
28,16,3,3,Pisz,gmina miejsko-wiejska,2022-01-01,
28,16,3,4,Pisz,miasto,2022-01-01,
28,16,3,5,Pisz,obszar wiejski,2022-01-01,
28,16,4,3,Ruciane-Nida,gmina miejsko-wiejska,2022-01-01,
28,16,4,4,Ruciane-Nida,miasto,2022-01-01,
28,16,4,5,Ruciane-Nida,obszar wiejski,2022-01-01,
28,17,,,szczycieński,powiat,2022-01-01,
28,17,1,1,Szczytno,gmina miejska,2022-01-01,
28,17,2,2,Dźwierzuty,gmina wiejska,2022-01-01,
28,17,3,2,Jedwabno,gmina wiejska,2022-01-01,
28,17,4,3,Pasym,gmina miejsko-wiejska,2022-01-01,
28,17,4,4,Pasym,miasto,2022-01-01,
28,17,4,5,Pasym,obszar wiejski,2022-01-01,
28,17,5,2,Rozogi,gmina wiejska,2022-01-01,
28,17,6,2,Szczytno,gmina wiejska,2022-01-01,
28,17,7,2,Świętajno,gmina wiejska,2022-01-01,
28,17,8,3,Wielbark,gmina miejsko-wiejska,2022-01-01,
28,17,8,4,Wielbark,miasto,2022-01-01,
28,17,8,5,Wielbark,obszar wiejski,2022-01-01,
28,18,,,gołdapski,powiat,2022-01-01,
28,18,1,2,Banie Mazurskie,gmina wiejska,2022-01-01,
28,18,2,2,Dubeninki,gmina wiejska,2022-01-01,
28,18,3,3,Gołdap,gmina miejsko-wiejska,2022-01-01,
28,18,3,4,Gołdap,miasto,2022-01-01,
28,18,3,5,Gołdap,obszar wiejski,2022-01-01,
28,19,,,węgorzewski,powiat,2022-01-01,
28,19,1,2,Budry,gmina wiejska,2022-01-01,
28,19,2,2,Pozezdrze,gmina wiejska,2022-01-01,
28,19,3,3,Węgorzewo,gmina miejsko-wiejska,2022-01-01,
28,19,3,4,Węgorzewo,miasto,2022-01-01,
28,19,3,5,Węgorzewo,obszar wiejski,2022-01-01,
28,61,,,Elbląg,miasto na prawach powiatu,2022-01-01,
28,61,1,1,Elbląg,gmina miejska,2022-01-01,
28,62,,,Olsztyn,miasto na prawach powiatu,2022-01-01,
28,62,1,1,Olsztyn,gmina miejska,2022-01-01,
30,,,,WIELKOPOLSKIE,województwo,2022-01-01,
30,1,,,chodzieski,powiat,2022-01-01,
30,1,1,1,Chodzież,gmina miejska,2022-01-01,
30,1,2,3,Budzyń,gmina miejsko-wiejska,2022-01-01,
30,1,2,4,Budzyń,miasto,2022-01-01,
30,1,2,5,Budzyń,obszar wiejski,2022-01-01,
30,1,3,2,Chodzież,gmina wiejska,2022-01-01,
30,1,4,3,Margonin,gmina miejsko-wiejska,2022-01-01,
30,1,4,4,Margonin,miasto,2022-01-01,
30,1,4,5,Margonin,obszar wiejski,2022-01-01,
30,1,5,3,Szamocin,gmina miejsko-wiejska,2022-01-01,
30,1,5,4,Szamocin,miasto,2022-01-01,
30,1,5,5,Szamocin,obszar wiejski,2022-01-01,
30,2,,,czarnkowsko-trzcianecki,powiat,2022-01-01,
30,2,1,1,Czarnków,gmina miejska,2022-01-01,
30,2,2,2,Czarnków,gmina wiejska,2022-01-01,
30,2,3,2,Drawsko,gmina wiejska,2022-01-01,
30,2,4,3,Krzyż Wielkopolski,gmina miejsko-wiejska,2022-01-01,
30,2,4,4,Krzyż Wielkopolski,miasto,2022-01-01,
30,2,4,5,Krzyż Wielkopolski,obszar wiejski,2022-01-01,
30,2,5,2,Lubasz,gmina wiejska,2022-01-01,
30,2,6,2,Połajewo,gmina wiejska,2022-01-01,
30,2,7,3,Trzcianka,gmina miejsko-wiejska,2022-01-01,
30,2,7,4,Trzcianka,miasto,2022-01-01,
30,2,7,5,Trzcianka,obszar wiejski,2022-01-01,
30,2,8,3,Wieleń,gmina miejsko-wiejska,2022-01-01,
30,2,8,4,Wieleń,miasto,2022-01-01,
30,2,8,5,Wieleń,obszar wiejski,2022-01-01,
30,3,,,gnieźnieński,powiat,2022-01-01,
30,3,1,1,Gniezno,gmina miejska,2022-01-01,
30,3,2,3,Czerniejewo,gmina miejsko-wiejska,2022-01-01,
30,3,2,4,Czerniejewo,miasto,2022-01-01,
30,3,2,5,Czerniejewo,obszar wiejski,2022-01-01,
30,3,3,2,Gniezno,gmina wiejska,2022-01-01,
30,3,4,2,Kiszkowo,gmina wiejska,2022-01-01,
30,3,5,3,Kłecko,gmina miejsko-wiejska,2022-01-01,
30,3,5,4,Kłecko,miasto,2022-01-01,
30,3,5,5,Kłecko,obszar wiejski,2022-01-01,
30,3,6,2,Łubowo,gmina wiejska,2022-01-01,
30,3,7,2,Mieleszyn,gmina wiejska,2022-01-01,
30,3,8,2,Niechanowo,gmina wiejska,2022-01-01,
30,3,9,3,Trzemeszno,gmina miejsko-wiejska,2022-01-01,
30,3,9,4,Trzemeszno,miasto,2022-01-01,
30,3,9,5,Trzemeszno,obszar wiejski,2022-01-01,
30,3,10,3,Witkowo,gmina miejsko-wiejska,2022-01-01,
30,3,10,4,Witkowo,miasto,2022-01-01,
30,3,10,5,Witkowo,obszar wiejski,2022-01-01,
30,4,,,gostyński,powiat,2022-01-01,
30,4,1,3,Borek Wielkopolski,gmina miejsko-wiejska,2022-01-01,
30,4,1,4,Borek Wielkopolski,miasto,2022-01-01,
30,4,1,5,Borek Wielkopolski,obszar wiejski,2022-01-01,
30,4,2,3,Gostyń,gmina miejsko-wiejska,2022-01-01,
30,4,2,4,Gostyń,miasto,2022-01-01,
30,4,2,5,Gostyń,obszar wiejski,2022-01-01,
30,4,3,3,Krobia,gmina miejsko-wiejska,2022-01-01,
30,4,3,4,Krobia,miasto,2022-01-01,
30,4,3,5,Krobia,obszar wiejski,2022-01-01,
30,4,4,2,Pępowo,gmina wiejska,2022-01-01,
30,4,5,2,Piaski,gmina wiejska,2022-01-01,
30,4,6,3,Pogorzela,gmina miejsko-wiejska,2022-01-01,
30,4,6,4,Pogorzela,miasto,2022-01-01,
30,4,6,5,Pogorzela,obszar wiejski,2022-01-01,
30,4,7,3,Poniec,gmina miejsko-wiejska,2022-01-01,
30,4,7,4,Poniec,miasto,2022-01-01,
30,4,7,5,Poniec,obszar wiejski,2022-01-01,
30,5,,,grodziski,powiat,2022-01-01,
30,5,1,2,Granowo,gmina wiejska,2022-01-01,
30,5,2,3,Grodzisk Wielkopolski,gmina miejsko-wiejska,2022-01-01,
30,5,2,4,Grodzisk Wielkopolski,miasto,2022-01-01,
30,5,2,5,Grodzisk Wielkopolski,obszar wiejski,2022-01-01,
30,5,3,2,Kamieniec,gmina wiejska,2022-01-01,
30,5,4,3,Rakoniewice,gmina miejsko-wiejska,2022-01-01,
30,5,4,4,Rakoniewice,miasto,2022-01-01,
30,5,4,5,Rakoniewice,obszar wiejski,2022-01-01,
30,5,5,3,Wielichowo,gmina miejsko-wiejska,2022-01-01,
30,5,5,4,Wielichowo,miasto,2022-01-01,
30,5,5,5,Wielichowo,obszar wiejski,2022-01-01,
30,6,,,jarociński,powiat,2022-01-01,
30,6,1,3,Jaraczewo,gmina miejsko-wiejska,2022-01-01,
30,6,1,4,Jaraczewo,miasto,2022-01-01,
30,6,1,5,Jaraczewo,obszar wiejski,2022-01-01,
30,6,2,3,Jarocin,gmina miejsko-wiejska,2022-01-01,
30,6,2,4,Jarocin,miasto,2022-01-01,
30,6,2,5,Jarocin,obszar wiejski,2022-01-01,
30,6,3,2,Kotlin,gmina wiejska,2022-01-01,
30,6,4,3,Żerków,gmina miejsko-wiejska,2022-01-01,
30,6,4,4,Żerków,miasto,2022-01-01,
30,6,4,5,Żerków,obszar wiejski,2022-01-01,
30,7,,,kaliski,powiat,2022-01-01,
30,7,1,2,Blizanów,gmina wiejska,2022-01-01,
30,7,2,2,Brzeziny,gmina wiejska,2022-01-01,
30,7,3,2,Ceków-Kolonia,gmina wiejska,2022-01-01,
30,7,4,2,Godziesze Wielkie,gmina wiejska,2022-01-01,
30,7,5,3,Koźminek,gmina miejsko-wiejska,2022-01-01,
30,7,5,4,Koźminek,miasto,2022-01-01,
30,7,5,5,Koźminek,obszar wiejski,2022-01-01,
30,7,6,2,Lisków,gmina wiejska,2022-01-01,
30,7,7,2,Mycielin,gmina wiejska,2022-01-01,
30,7,8,3,Opatówek,gmina miejsko-wiejska,2022-01-01,
30,7,8,4,Opatówek,miasto,2022-01-01,
30,7,8,5,Opatówek,obszar wiejski,2022-01-01,
30,7,9,3,Stawiszyn,gmina miejsko-wiejska,2022-01-01,
30,7,9,4,Stawiszyn,miasto,2022-01-01,
30,7,9,5,Stawiszyn,obszar wiejski,2022-01-01,
30,7,10,2,Szczytniki,gmina wiejska,2022-01-01,
30,7,11,2,Żelazków,gmina wiejska,2022-01-01,
30,8,,,kępiński,powiat,2022-01-01,
30,8,1,2,Baranów,gmina wiejska,2022-01-01,
30,8,2,2,Bralin,gmina wiejska,2022-01-01,
30,8,3,3,Kępno,gmina miejsko-wiejska,2022-01-01,
30,8,3,4,Kępno,miasto,2022-01-01,
30,8,3,5,Kępno,obszar wiejski,2022-01-01,
30,8,4,2,Łęka Opatowska,gmina wiejska,2022-01-01,
30,8,5,2,Perzów,gmina wiejska,2022-01-01,
30,8,6,2,Rychtal,gmina wiejska,2022-01-01,
30,8,7,2,Trzcinica,gmina wiejska,2022-01-01,
30,9,,,kolski,powiat,2022-01-01,
30,9,1,1,Koło,gmina miejska,2022-01-01,
30,9,2,2,Babiak,gmina wiejska,2022-01-01,
30,9,3,2,Chodów,gmina wiejska,2022-01-01,
30,9,4,3,Dąbie,gmina miejsko-wiejska,2022-01-01,
30,9,4,4,Dąbie,miasto,2022-01-01,
30,9,4,5,Dąbie,obszar wiejski,2022-01-01,
30,9,5,2,Grzegorzew,gmina wiejska,2022-01-01,
30,9,6,3,Kłodawa,gmina miejsko-wiejska,2022-01-01,
30,9,6,4,Kłodawa,miasto,2022-01-01,
30,9,6,5,Kłodawa,obszar wiejski,2022-01-01,
30,9,7,2,Koło,gmina wiejska,2022-01-01,
30,9,8,2,Kościelec,gmina wiejska,2022-01-01,
30,9,9,2,Olszówka,gmina wiejska,2022-01-01,
30,9,10,2,Osiek Mały,gmina wiejska,2022-01-01,
30,9,11,3,Przedecz,gmina miejsko-wiejska,2022-01-01,
